Accession,Coverage,SeqLength,MW,Description,CountsTot,UniqueTot,Tyrs+Azy,Tyrs-Azy,WT+Azy,WT-Azy
sp|Q91ZJ5|UGPA_MOUSE,24.2,508,56979,UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus (Mouse) OX=10090 GN=Ugp2 PE=1 SV=3,15,15,14,0,0,1
sp|Q91ZU6|DYST_MOUSE,3,7393,834208,Dystonin OS=Mus musculus (Mouse) OX=10090 GN=Dst PE=1 SV=2,22,22,5,0,0,17
sp|Q91ZW3|SMCA5_MOUSE,4,1051,121626,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus (Mouse) OX=10090 GN=Smarca5 PE=1 SV=1,4,4,4,0,0,0
sp|Q920A5|RISC_MOUSE,10.6,452,50964,Retinoid-inducible serine carboxypeptidase OS=Mus musculus (Mouse) OX=10090 GN=Scpep1 PE=1 SV=2,5,5,4,1,0,0
sp|Q920B9|SP16H_MOUSE,7.5,1047,119823,FACT complex subunit SPT16 OS=Mus musculus (Mouse) OX=10090 GN=Supt16h PE=1 SV=2,7,7,5,0,0,2
sp|Q920E5|FPPS_MOUSE,27.5,353,40581,Farnesyl pyrophosphate synthase OS=Mus musculus (Mouse) OX=10090 GN=Fdps PE=1 SV=1,17,17,12,0,3,2
sp|Q920L1|FADS1_MOUSE,10.1,447,52322,Acyl-CoA (8-3)-desaturase OS=Mus musculus (Mouse) OX=10090 GN=Fads1 PE=1 SV=1,6,6,0,0,2,4
sp|Q921E6|EED_MOUSE,5.9,441,50197,Polycomb protein EED OS=Mus musculus (Mouse) OX=10090 GN=Eed PE=1 SV=1,4,4,2,0,1,1
sp|Q921F2|TADBP_MOUSE,27.5,414,44547,TAR DNA-binding protein 43 OS=Mus musculus (Mouse) OX=10090 GN=Tardbp PE=1 SV=1,9,9,5,0,3,1
sp|Q921F4|HNRLL_MOUSE,4.9,591,64124,Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus (Mouse) OX=10090 GN=Hnrnpll PE=1 SV=3,2,2,2,0,0,0
sp|Q921H8|THIKA_MOUSE,13.4,424,43953,"3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus (Mouse) OX=10090 GN=Acaa1a PE=1 SV=1",6,6,4,2,0,0
sp|Q921M3|SF3B3_MOUSE,18.7,1217,135549,Splicing factor 3B subunit 3 OS=Mus musculus (Mouse) OX=10090 GN=Sf3b3 PE=1 SV=1,33,33,17,0,6,10
sp|Q921M7|FA49B_MOUSE,17.9,324,36776,Protein FAM49B OS=Mus musculus (Mouse) OX=10090 GN=Fam49b PE=1 SV=1,4,4,3,0,1,0
sp|Q921N6|DDX27_MOUSE,2.4,760,85938,Probable ATP-dependent RNA helicase DDX27 OS=Mus musculus (Mouse) OX=10090 GN=Ddx27 PE=1 SV=3,4,4,1,0,1,2
sp|Q922B2|SYDC_MOUSE,34.7,501,57147,"Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Dars PE=1 SV=2",18,18,15,0,1,2
sp|Q922D8|C1TC_MOUSE,6.2,935,101198,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Mthfd1 PE=1 SV=4",6,6,5,1,0,0
sp|Q922H1|ANM3_MOUSE,12,532,59902,Protein arginine N-methyltransferase 3 OS=Mus musculus (Mouse) OX=10090 GN=Prmt3 PE=1 SV=2,5,5,5,0,0,0
sp|Q922K7|NOP2_MOUSE,9.6,793,86751,Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus (Mouse) OX=10090 GN=Nop2 PE=1 SV=1,13,13,4,0,3,6
sp|Q922R8|PDIA6_MOUSE,18.9,440,48100,Protein disulfide-isomerase A6 OS=Mus musculus (Mouse) OX=10090 GN=Pdia6 PE=1 SV=3,17,17,9,1,2,5
sp|Q922U2|K2C5_MOUSE,9.1,580,61766,"Keratin, type II cytoskeletal 5 OS=Mus musculus (Mouse) OX=10090 GN=Krt5 PE=1 SV=1",13,0,3,6,4,0
sp|Q922V4|PLRG1_MOUSE,3.1,513,56937,Pleiotropic regulator 1 OS=Mus musculus (Mouse) OX=10090 GN=Plrg1 PE=1 SV=1,2,2,2,0,0,0
sp|Q923J1|TRPM7_MOUSE,1.9,1863,212396,Transient receptor potential cation channel subfamily M member 7 OS=Mus musculus (Mouse) OX=10090 GN=Trpm7 PE=1 SV=1,4,4,1,0,0,3
sp|Q924C1|XPO5_MOUSE,8.2,1204,136972,Exportin-5 OS=Mus musculus (Mouse) OX=10090 GN=Xpo5 PE=1 SV=1,10,10,6,0,1,3
sp|Q924Z4|CERS2_MOUSE,9.5,380,45024,Ceramide synthase 2 OS=Mus musculus (Mouse) OX=10090 GN=Cers2 PE=1 SV=1,9,9,4,2,2,1
sp|Q93092|TALDO_MOUSE,16,337,37387,Transaldolase OS=Mus musculus (Mouse) OX=10090 GN=Taldo1 PE=1 SV=2,6,6,5,1,0,0
sp|Q99020|ROAA_MOUSE,24.9,285,30831,Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus (Mouse) OX=10090 GN=Hnrnpab PE=1 SV=1,18,14,10,2,2,4
sp|Q99104|MYO5A_MOUSE,21.9,1853,215536,Unconventional myosin-Va OS=Mus musculus (Mouse) OX=10090 GN=Myo5a PE=1 SV=2,67,67,13,0,23,31
sp|Q99J27|ACATN_MOUSE,8.5,550,61075,Acetyl-coenzyme A transporter 1 OS=Mus musculus (Mouse) OX=10090 GN=Slc33a1 PE=1 SV=1,4,4,4,0,0,0
sp|Q99J47|DRS7B_MOUSE,12.1,323,34986,Dehydrogenase/reductase SDR family member 7B OS=Mus musculus (Mouse) OX=10090 GN=Dhrs7b PE=1 SV=1,7,7,3,0,1,3
sp|Q99JB2|STML2_MOUSE,9.1,353,38384,"Stomatin-like protein 2, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Stoml2 PE=1 SV=1",3,3,3,0,0,0
sp|Q99JI4|PSMD6_MOUSE,12.1,389,45536,26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus (Mouse) OX=10090 GN=Psmd6 PE=1 SV=1,6,6,5,0,0,1
sp|Q99JX7|NXF1_MOUSE,2.8,618,70299,Nuclear RNA export factor 1 OS=Mus musculus (Mouse) OX=10090 GN=Nxf1 PE=1 SV=3,2,2,2,0,0,0
sp|Q99JY9|ARP3_MOUSE,34.9,418,47357,Actin-related protein 3 OS=Mus musculus (Mouse) OX=10090 GN=Actr3 PE=1 SV=3,13,13,13,0,0,0
sp|Q99K01|PDXD1_MOUSE,4.3,787,87334,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Pdxdc1 PE=1 SV=2,3,3,1,0,0,2
sp|Q99K51|PLST_MOUSE,10.5,630,70741,Plastin-3 OS=Mus musculus (Mouse) OX=10090 GN=Pls3 PE=1 SV=3,5,5,5,0,0,0
sp|Q99K85|SERC_MOUSE,24.1,370,40472,Phosphoserine aminotransferase OS=Mus musculus (Mouse) OX=10090 GN=Psat1 PE=1 SV=1,8,8,8,0,0,0
sp|Q99KE1|MAOM_MOUSE,4.4,589,65798,"NAD-dependent malic enzyme, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Me2 PE=1 SV=1",2,2,2,0,0,0
sp|Q99KH8|STK24_MOUSE,8.8,431,47953,Serine/threonine-protein kinase 24 OS=Mus musculus (Mouse) OX=10090 GN=Stk24 PE=1 SV=1,6,6,1,0,2,3
sp|Q99KI0|ACON_MOUSE,16.9,780,85462,"Aconitate hydratase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Aco2 PE=1 SV=1",16,16,8,0,2,6
sp|Q99KJ8|DCTN2_MOUSE,7,402,44116,Dynactin subunit 2 OS=Mus musculus (Mouse) OX=10090 GN=Dctn2 PE=1 SV=3,2,2,2,0,0,0
sp|Q99KK2|NEUA_MOUSE,6.7,432,48057,N-acylneuraminate cytidylyltransferase OS=Mus musculus (Mouse) OX=10090 GN=Cmas PE=1 SV=2,3,3,3,0,0,0
sp|Q99KK7|DPP3_MOUSE,7.9,738,82897,Dipeptidyl peptidase 3 OS=Mus musculus (Mouse) OX=10090 GN=Dpp3 PE=1 SV=2,4,4,4,0,0,0
sp|Q99KP6|PRP19_MOUSE,6.5,504,55238,Pre-mRNA-processing factor 19 OS=Mus musculus (Mouse) OX=10090 GN=Prpf19 PE=1 SV=1,5,5,2,2,0,1
sp|Q99KQ4|NAMPT_MOUSE,34.6,491,55446,Nicotinamide phosphoribosyltransferase OS=Mus musculus (Mouse) OX=10090 GN=Nampt PE=1 SV=1,11,11,11,0,0,0
sp|Q99KU0|VMP1_MOUSE,9.1,406,45960,Vacuole membrane protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Vmp1 PE=1 SV=2,5,5,2,0,1,2
sp|Q99KU1|DHDDS_MOUSE,11.4,333,38509,Dehydrodolichyl diphosphate synthase complex subunit Dhdds OS=Mus musculus (Mouse) OX=10090 GN=Dhdds PE=2 SV=1,4,4,0,0,2,2
sp|Q99KV1|DJB11_MOUSE,7.5,358,40555,DnaJ homolog subfamily B member 11 OS=Mus musculus (Mouse) OX=10090 GN=Dnajb11 PE=1 SV=1,2,2,2,0,0,0
sp|Q99L43|CDS2_MOUSE,8.1,444,51313,Phosphatidate cytidylyltransferase 2 OS=Mus musculus (Mouse) OX=10090 GN=Cds2 PE=1 SV=1,5,5,1,0,2,2
sp|Q99L45|IF2B_MOUSE,12.4,331,38092,Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus (Mouse) OX=10090 GN=Eif2s2 PE=1 SV=1,3,3,3,0,0,0
sp|Q99L47|F10A1_MOUSE,15.9,371,41656,Hsc70-interacting protein OS=Mus musculus (Mouse) OX=10090 GN=St13 PE=1 SV=1,11,11,5,0,3,3
sp|Q99LC3|NDUAA_MOUSE,6.5,355,40603,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Ndufa10 PE=1 SV=1",2,2,2,0,0,0
sp|Q99LC5|ETFA_MOUSE,16.8,333,35009,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Etfa PE=1 SV=2",4,4,4,0,0,0
sp|Q99LD4|CSN1_MOUSE,12.7,471,53442,COP9 signalosome complex subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Gps1 PE=1 SV=1,4,4,4,0,0,0
sp|Q99LF4|RTCB_MOUSE,5,505,55249,RNA-splicing ligase RtcB homolog OS=Mus musculus (Mouse) OX=10090 GN=Rtcb PE=1 SV=1,2,2,2,0,0,0
sp|Q99LG2|TNPO2_MOUSE,6.4,887,100455,Transportin-2 OS=Mus musculus (Mouse) OX=10090 GN=Tnpo2 PE=1 SV=1,3,2,3,0,0,0
sp|Q99LR1|ABD12_MOUSE,11.6,398,45269,Lysophosphatidylserine lipase ABHD12 OS=Mus musculus (Mouse) OX=10090 GN=Abhd12 PE=1 SV=2,11,11,4,0,3,4
sp|Q99ME2|WDR6_MOUSE,7.5,1125,121896,WD repeat-containing protein 6 OS=Mus musculus (Mouse) OX=10090 GN=Wdr6 PE=1 SV=1,4,4,4,0,0,0
sp|Q99ME9|NOG1_MOUSE,7.4,634,74112,Nucleolar GTP-binding protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Gtpbp4 PE=1 SV=3,4,4,4,0,0,0
sp|Q99MN1|SYK_MOUSE,18.7,595,67839,Lysine--tRNA ligase OS=Mus musculus (Mouse) OX=10090 GN=Kars1 PE=1 SV=1,11,11,11,0,0,0
sp|Q99MR6|SRRT_MOUSE,3.5,875,100451,Serrate RNA effector molecule homolog OS=Mus musculus (Mouse) OX=10090 GN=Srrt PE=1 SV=1,3,3,2,0,0,1
sp|Q99NB9|SF3B1_MOUSE,20,1304,145815,Splicing factor 3B subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Sf3b1 PE=1 SV=1,30,30,16,0,5,9
sp|Q99NH0|ANR17_MOUSE,1.5,2603,274210,Ankyrin repeat domain-containing protein 17 OS=Mus musculus (Mouse) OX=10090 GN=Ankrd17 PE=1 SV=2,4,3,1,0,0,3
sp|Q99P72|RTN4_MOUSE,9.6,1162,126612,Reticulon-4 OS=Mus musculus (Mouse) OX=10090 GN=Rtn4 PE=1 SV=2,7,7,7,0,0,0
sp|Q99P88|NU155_MOUSE,6.8,1391,155116,Nuclear pore complex protein Nup155 OS=Mus musculus (Mouse) OX=10090 GN=Nup155 PE=1 SV=1,9,9,6,0,1,2
sp|Q99P91|GPNMB_MOUSE,14.6,574,63675,Transmembrane glycoprotein NMB OS=Mus musculus (Mouse) OX=10090 GN=Gpnmb PE=1 SV=2,16,16,11,1,2,2
sp|Q99PM9|UCK2_MOUSE,6.9,261,29404,Uridine-cytidine kinase 2 OS=Mus musculus (Mouse) OX=10090 GN=Uck2 PE=1 SV=1,2,2,2,0,0,0
sp|Q99PT1|GDIR1_MOUSE,41.2,204,23407,Rho GDP-dissociation inhibitor 1 OS=Mus musculus (Mouse) OX=10090 GN=Arhgdia PE=1 SV=3,13,13,10,1,1,1
sp|Q99PU8|DHX30_MOUSE,15.2,1217,136667,ATP-dependent RNA helicase DHX30 OS=Mus musculus (Mouse) OX=10090 GN=Dhx30 PE=1 SV=1,25,25,3,0,12,10
sp|Q99PV0|PRP8_MOUSE,27.9,2335,273613,Pre-mRNA-processing-splicing factor 8 OS=Mus musculus (Mouse) OX=10090 GN=Prpf8 PE=1 SV=2,113,113,30,0,32,51
sp|Q9CPR4|RL17_MOUSE,21.7,184,21423,60S ribosomal protein L17 OS=Mus musculus (Mouse) OX=10090 GN=Rpl17 PE=1 SV=3,7,7,2,0,3,2
sp|Q9CPU0|LGUL_MOUSE,29.3,184,20809,Lactoylglutathione lyase OS=Mus musculus (Mouse) OX=10090 GN=Glo1 PE=1 SV=3,5,5,3,0,0,2
sp|Q9CPV4|GLOD4_MOUSE,12.4,298,33316,Glyoxalase domain-containing protein 4 OS=Mus musculus (Mouse) OX=10090 GN=Glod4 PE=1 SV=1,3,3,3,0,0,0
sp|Q9CQ22|LTOR1_MOUSE,14.9,161,17749,Ragulator complex protein LAMTOR1 OS=Mus musculus (Mouse) OX=10090 GN=Lamtor1 PE=1 SV=1,2,2,2,0,0,0
sp|Q9CQC6|BZW1_MOUSE,9.5,419,48043,Basic leucine zipper and W2 domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Bzw1 PE=1 SV=1,5,3,4,0,1,0
sp|Q9CQC8|SPG21_MOUSE,11.7,308,34952,Maspardin OS=Mus musculus (Mouse) OX=10090 GN=Spg21 PE=1 SV=1,4,4,3,0,0,1
sp|Q9CQC9|SAR1B_MOUSE,15.7,198,22382,GTP-binding protein SAR1b OS=Mus musculus (Mouse) OX=10090 GN=Sar1b PE=1 SV=1,2,2,2,0,0,0
sp|Q9CQF9|PCYOX_MOUSE,6.3,505,56494,Prenylcysteine oxidase OS=Mus musculus (Mouse) OX=10090 GN=Pcyox1 PE=1 SV=1,2,2,2,0,0,0
sp|Q9CQH3|NDUB5_MOUSE,12.7,189,21710,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Ndufb5 PE=1 SV=1",2,2,2,0,0,0
sp|Q9CQM9|GLRX3_MOUSE,10.4,337,37778,Glutaredoxin-3 OS=Mus musculus (Mouse) OX=10090 GN=Glrx3 PE=1 SV=1,4,4,3,0,0,1
sp|Q9CQN1|TRAP1_MOUSE,8.2,706,80208,"Heat shock protein 75 kDa, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Trap1 PE=1 SV=1",12,2,4,2,3,3
sp|Q9CQU3|RER1_MOUSE,14.8,196,22988,Protein RER1 OS=Mus musculus (Mouse) OX=10090 GN=Rer1 PE=1 SV=1,5,5,1,1,1,2
sp|Q9CQV8|1433B_MOUSE,27.6,246,28086,14-3-3 protein beta/alpha OS=Mus musculus (Mouse) OX=10090 GN=Ywhab PE=1 SV=3,27,6,15,3,5,4
sp|Q9CQW1|YKT6_MOUSE,10.6,198,22314,Synaptobrevin homolog YKT6 OS=Mus musculus (Mouse) OX=10090 GN=Ykt6 PE=1 SV=1,2,2,2,0,0,0
sp|Q9CQW2|ARL8B_MOUSE,24.7,186,21539,ADP-ribosylation factor-like protein 8B OS=Mus musculus (Mouse) OX=10090 GN=Arl8b PE=1 SV=1,6,6,3,1,0,2
sp|Q9CQX2|CYB5B_MOUSE,50.7,146,16318,Cytochrome b5 type B OS=Mus musculus (Mouse) OX=10090 GN=Cyb5b PE=1 SV=1,4,4,4,0,0,0
sp|Q9CR16|PPID_MOUSE,15.4,370,40742,Peptidyl-prolyl cis-trans isomerase D OS=Mus musculus (Mouse) OX=10090 GN=Ppid PE=1 SV=3,7,7,5,0,1,1
sp|Q9CR57|RL14_MOUSE,11.1,217,23564,60S ribosomal protein L14 OS=Mus musculus (Mouse) OX=10090 GN=Rpl14 PE=1 SV=3,9,9,2,0,4,3
sp|Q9CR62|M2OM_MOUSE,12.4,314,34155,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus (Mouse) OX=10090 GN=Slc25a11 PE=1 SV=3,3,3,3,0,0,0
sp|Q9CR64|KISHA_MOUSE,25,72,8074,Protein kish-A OS=Mus musculus (Mouse) OX=10090 GN=Tmem167a PE=1 SV=1,7,7,2,2,1,2
sp|Q9CR67|TMM33_MOUSE,17.8,247,28031,Transmembrane protein 33 OS=Mus musculus (Mouse) OX=10090 GN=Tmem33 PE=1 SV=1,5,5,3,0,1,1
sp|Q9CRD0|OCAD1_MOUSE,36,247,27610,OCIA domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Ociad1 PE=1 SV=1,7,7,0,1,5,1
sp|Q9CSH3|RRP44_MOUSE,2.3,958,108836,Exosome complex exonuclease RRP44 OS=Mus musculus (Mouse) OX=10090 GN=Dis3 PE=1 SV=4,2,2,0,0,0,2
sp|Q9CVB6|ARPC2_MOUSE,27.7,300,34357,Actin-related protein 2/3 complex subunit 2 OS=Mus musculus (Mouse) OX=10090 GN=Arpc2 PE=1 SV=3,8,8,7,0,1,0
sp|Q9CW46|RAVR1_MOUSE,3.3,748,79381,Ribonucleoprotein PTB-binding 1 OS=Mus musculus (Mouse) OX=10090 GN=Raver1 PE=1 SV=2,2,2,2,0,0,0
sp|Q9CWJ9|PUR9_MOUSE,19.3,592,64217,Bifunctional purine biosynthesis protein PURH OS=Mus musculus (Mouse) OX=10090 GN=Atic PE=1 SV=2,11,11,7,1,1,2
sp|Q9CWU2|ZDH13_MOUSE,9.3,622,70889,Palmitoyltransferase ZDHHC13 OS=Mus musculus (Mouse) OX=10090 GN=Zdhhc13 PE=1 SV=2,6,6,1,0,2,3
sp|Q9CX56|PSMD8_MOUSE,4.8,353,39930,26S proteasome non-ATPase regulatory subunit 8 OS=Mus musculus (Mouse) OX=10090 GN=Psmd8 PE=1 SV=2,2,2,2,0,0,0
sp|Q9CXF4|TBC15_MOUSE,6.1,671,76526,TBC1 domain family member 15 OS=Mus musculus (Mouse) OX=10090 GN=Tbc1d15 PE=1 SV=1,9,9,4,1,2,2
sp|Q9CXW3|CYBP_MOUSE,38.4,229,26510,Calcyclin-binding protein OS=Mus musculus (Mouse) OX=10090 GN=Cacybp PE=1 SV=1,7,7,7,0,0,0
sp|Q9CXW4|RL11_MOUSE,12.9,178,20252,60S ribosomal protein L11 OS=Mus musculus (Mouse) OX=10090 GN=Rpl11 PE=1 SV=4,2,2,2,0,0,0
sp|Q9CXY9|GPI8_MOUSE,5.8,395,44895,GPI-anchor transamidase OS=Mus musculus (Mouse) OX=10090 GN=Pigk PE=1 SV=2,2,2,2,0,0,0
sp|Q9CY27|TECR_MOUSE,9.1,308,36090,Very-long-chain enoyl-CoA reductase OS=Mus musculus (Mouse) OX=10090 GN=Tecr PE=1 SV=1,7,7,4,0,1,2
sp|Q9CY50|SSRA_MOUSE,8,286,32065,Translocon-associated protein subunit alpha OS=Mus musculus (Mouse) OX=10090 GN=Ssr1 PE=1 SV=1,3,3,3,0,0,0
sp|Q9CYI0|NJMU_MOUSE,4.8,393,44422,Protein Njmu-R1 OS=Mus musculus (Mouse) OX=10090 GN=MGI:1917841 PE=1 SV=2,5,5,3,0,1,1
sp|Q9CYR6|AGM1_MOUSE,3.9,542,59452,Phosphoacetylglucosamine mutase OS=Mus musculus (Mouse) OX=10090 GN=Pgm3 PE=1 SV=1,2,2,2,0,0,0
sp|Q9CZ13|QCR1_MOUSE,24.6,480,52851,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Uqcrc1 PE=1 SV=2",18,18,6,0,3,9
sp|Q9CZ28|SNF8_MOUSE,10.9,258,28886,Vacuolar-sorting protein SNF8 OS=Mus musculus (Mouse) OX=10090 GN=Snf8 PE=1 SV=1,4,4,0,1,1,2
sp|Q9CZ30|OLA1_MOUSE,9.3,396,44729,Obg-like ATPase 1 OS=Mus musculus (Mouse) OX=10090 GN=Ola1 PE=1 SV=1,2,2,2,0,0,0
sp|Q9CZC8|SCRN1_MOUSE,17.4,414,46325,Secernin-1 OS=Mus musculus (Mouse) OX=10090 GN=Scrn1 PE=1 SV=1,6,6,6,0,0,0
sp|Q9CZD3|GARS_MOUSE,20.3,729,81877,Glycine--tRNA ligase OS=Mus musculus (Mouse) OX=10090 GN=Gars1 PE=1 SV=1,27,27,10,0,7,10
sp|Q9CZM2|RL15_MOUSE,22.5,204,24146,60S ribosomal protein L15 OS=Mus musculus (Mouse) OX=10090 GN=Rpl15 PE=1 SV=4,11,11,3,2,3,3
sp|Q9CZN7|GLYM_MOUSE,24,504,55758,"Serine hydroxymethyltransferase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Shmt2 PE=1 SV=1",13,13,9,0,2,2
sp|Q9CZU3|MTREX_MOUSE,4.1,1040,117635,Exosome RNA helicase MTR4 OS=Mus musculus (Mouse) OX=10090 GN=Mtrex PE=1 SV=1,5,5,4,0,0,1
sp|Q9CZU6|CISY_MOUSE,12.9,464,51736,"Citrate synthase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Cs PE=1 SV=1",11,11,5,0,3,3
sp|Q9CZW4|ACSL3_MOUSE,3.8,720,80491,Long-chain-fatty-acid--CoA ligase 3 OS=Mus musculus (Mouse) OX=10090 GN=Acsl3 PE=1 SV=2,3,3,2,0,0,1
sp|Q9CZW5|TOM70_MOUSE,5.9,611,67589,Mitochondrial import receptor subunit TOM70 OS=Mus musculus (Mouse) OX=10090 GN=Tomm70 PE=1 SV=2,2,2,2,0,0,0
sp|Q9CZX7|PP4P2_MOUSE,42,257,28038,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Mus musculus (Mouse) OX=10090 GN=Pip4p2 PE=1 SV=1",16,16,5,3,3,5
sp|Q9CZX8|RS19_MOUSE,22.1,145,16085,40S ribosomal protein S19 OS=Mus musculus (Mouse) OX=10090 GN=Rps19 PE=1 SV=3,9,9,3,2,2,2
sp|Q9D0B6|PBDC1_MOUSE,14.1,198,22223,Protein PBDC1 OS=Mus musculus (Mouse) OX=10090 GN=Pbdc1 PE=1 SV=1,3,3,3,0,0,0
sp|Q9D0E1|HNRPM_MOUSE,4.1,729,77648,Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus (Mouse) OX=10090 GN=Hnrnpm PE=1 SV=3,5,5,3,0,1,1
sp|Q9D0F1|NDC80_MOUSE,6.1,642,73961,Kinetochore protein NDC80 homolog OS=Mus musculus (Mouse) OX=10090 GN=Ndc80 PE=1 SV=1,6,6,0,0,4,2
sp|Q9D0F9|PGM1_MOUSE,20.1,562,61417,Phosphoglucomutase-1 OS=Mus musculus (Mouse) OX=10090 GN=Pgm1 PE=1 SV=4,8,8,8,0,0,0
sp|Q9D0I9|SYRC_MOUSE,26.5,660,75673,"Arginine--tRNA ligase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Rars PE=1 SV=2",23,23,15,0,4,4
sp|Q9D0K2|SCOT1_MOUSE,6.5,520,55988,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Oxct1 PE=1 SV=1",2,2,2,0,0,0
sp|Q9D0M3|CY1_MOUSE,16,325,35327,"Cytochrome c1, heme protein, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Cyc1 PE=1 SV=1",12,12,3,2,3,4
sp|Q9D0R2|SYTC_MOUSE,23.8,722,83355,"Threonine--tRNA ligase 1, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Tars1 PE=1 SV=2",20,20,12,0,4,4
sp|Q9D1D4|TMEDA_MOUSE,21.9,219,24911,Transmembrane emp24 domain-containing protein 10 OS=Mus musculus (Mouse) OX=10090 GN=Tmed10 PE=1 SV=1,9,9,3,0,2,4
sp|Q9D1E6|TBCB_MOUSE,7,244,27385,Tubulin-folding cofactor B OS=Mus musculus (Mouse) OX=10090 GN=Tbcb PE=1 SV=2,2,2,2,0,0,0
sp|Q9D1G1|RAB1B_MOUSE,22.9,201,22187,Ras-related protein Rab-1B OS=Mus musculus (Mouse) OX=10090 GN=Rab1b PE=1 SV=1,14,1,7,3,2,2
sp|Q9D1P4|CHRD1_MOUSE,13.9,331,37350,Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Chordc1 PE=1 SV=1,3,3,3,0,0,0
sp|Q9D1Q6|ERP44_MOUSE,14,406,46852,Endoplasmic reticulum resident protein 44 OS=Mus musculus (Mouse) OX=10090 GN=Erp44 PE=1 SV=1,5,3,4,0,0,1
sp|Q9D2G2|ODO2_MOUSE,5.9,454,48994,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Dlst PE=1 SV=1",5,5,0,0,2,3
sp|Q9D2N9|VP33A_MOUSE,3.5,598,67554,Vacuolar protein sorting-associated protein 33A OS=Mus musculus (Mouse) OX=10090 GN=Vps33a PE=1 SV=2,2,2,2,0,0,0
sp|Q9D2R0|AACS_MOUSE,2.8,672,75199,Acetoacetyl-CoA synthetase OS=Mus musculus (Mouse) OX=10090 GN=Aacs PE=1 SV=1,2,2,2,0,0,0
sp|Q9D379|HYEP_MOUSE,45.7,455,52576,Epoxide hydrolase 1 OS=Mus musculus (Mouse) OX=10090 GN=Ephx1 PE=1 SV=2,19,19,14,1,2,2
sp|Q9D486|CMIP_MOUSE,6.2,773,86258,C-Maf-inducing protein OS=Mus musculus (Mouse) OX=10090 GN=Cmip PE=1 SV=3,6,6,1,3,1,1
sp|Q9D4H1|EXOC2_MOUSE,3.2,924,103958,Exocyst complex component 2 OS=Mus musculus (Mouse) OX=10090 GN=Exoc2 PE=1 SV=1,5,5,1,0,2,2
sp|Q9D4H8|CUL2_MOUSE,4.6,745,86876,Cullin-2 OS=Mus musculus (Mouse) OX=10090 GN=Cul2 PE=1 SV=2,4,4,2,0,1,1
sp|Q9D517|PLCC_MOUSE,5.1,376,43295,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus (Mouse) OX=10090 GN=Agpat3 PE=1 SV=2,2,2,2,0,0,0
sp|Q9D554|SF3A3_MOUSE,16.6,501,58841,Splicing factor 3A subunit 3 OS=Mus musculus (Mouse) OX=10090 GN=Sf3a3 PE=1 SV=2,7,7,7,0,0,0
sp|Q9D5V5|CUL5_MOUSE,5.5,780,90973,Cullin-5 OS=Mus musculus (Mouse) OX=10090 GN=Cul5 PE=1 SV=3,5,5,4,0,0,1
